"ID","Protein.Group","Genes","First.Protein.Description","mean_pI","mean_mw","mean_gravy"
631,"A0A8I5ZJL7;A0A8I6GE24;D3ZWW3","Rasal3","RAS protein activator-like 3",9.2494007969131,111926.63194,-0.438997578247346
632,"A0A8I5ZJN0;A0A8I5ZZD0;D3ZCQ7","Zcchc17","Zinc finger CCHC-type-containing 17",9.67743535688643,26722.03254,-1.18907784935581
633,"A0A8I5ZK62;F7F2H0","Vrk3","VRK serine/threonine kinase 3",8.81455869607266,49205.80404,-0.601688839615669
634,"A0A8I5ZK69","Ubr1","E3 ubiquitin-protein ligase",5.94343998040628,195608.70794,-0.186039719626168
635,"A0A8I5ZK80;A0A8I6A432;D3ZII8","Smyd5","Histone-lysine N-trimethyltransferase SMYD5",4.97162022042871,46343.6137066667,-0.417389258756165
636,"A0A8I5ZK89;A0A8I6ARJ2","Dock5","Dedicator of cytokinesis 5",7.15642315506471,213724.35459,-0.351833720553866
637,"A0A8I5ZK98;G3V6I3","Cwc25","CWC25 spliceosome-associated protein homolog",10.0994555668789,49726.78709,-1.41735909153857
638,"A0A8I5ZKA7;A0A8I6A0P5;A1L122","Nae1","NEDD8-activating enzyme E1 regulatory subunit",5.47154167154021,59433.6266066667,-0.29244510056062
639,"A0A8I5ZKB5;D3Z914","Inip","SOSS complex subunit C",9.08755922478339,11462.89499,-0.55224358974359
640,"A0A8I5ZKD4","Nhlrc3","NHL repeat-containing 3",5.77541335309564,43947.13194,0.00982367758186396
641,"A0A8I5ZKD7;A0A8L2Q735","C8h11orf54","Similar to RIKEN cDNA 4931406C07",7.07254363993662,33416.81929,-0.19322869077144
642,"A0A8I5ZKE1;F1LV52","Gpatch11","G patch domain-containing protein 11",5.67550631485087,29790.40259,-1.2622379406308
643,"A0A8I5ZKE8;A0A8I6AQL1","Itgb5","Integrin beta",5.82668358312775,88789.59874,-0.236676457502998
644,"A0A8I5ZKG8;D3ZKK3","Cnst","Consortin, connexin sorting protein",4.48948452517284,81084.98274,-0.692003525637632
645,"A0A8I5ZKH8","Cdsn","Corneodesmosin",9.26186661000194,53079.97214,-0.419444444444444
646,"A0A8I5ZKJ3;D3ZS58","Ndufa2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2",9.75434713061848,10930.67569,-0.292434655836718
647,"A0A8I5ZKK1;A0A8I5ZMS7;A0A8I6AU51;A0A8I6GA23;F7F208","Zc2hc1a","Zinc finger, C2HC-type-containing 1A",9.99239407712008,36310.26272,-0.811447311865518
648,"A0A8I5ZKR4;D3Z941","Mars1","Methionine--tRNA ligase, cytoplasmic",5.96869989186194,102052.59664,-0.246133378816306
649,"A0A8I5ZKS5;D3ZCT7","Sec23b","Protein transport protein SEC23",6.44732804029977,85046.52254,-0.237028256776415
650,"A0A8I5ZKU9;Q6TXG7","Shmt1","Serine hydroxymethyltransferase",7.198355160099,64053.05844,-0.254309439109358
651,"A0A8I5ZKV9;Q6AYI1","Ddx5","Probable ATP-dependent RNA helicase DDX5",9.13763224081774,69324.85084,-0.625018776930071
652,"A0A8I5ZKX7;A0A8I6A8V5;G3V727","Ddx47","RNA helicase",8.61042724598704,50195.62934,-0.255198896589839
653,"A0A8I5ZKZ6","Erg","ETS transcription factor ERG",6.45127829585291,52123.62574,-0.686177105831533
654,"A0A8I5ZL13;F1M124","Cobll1","Cordon-bleu WH2 repeat protein-like 1",8.28385335689952,136272.72244,-0.6624643023546
655,"A0A8I5ZL27;A0A8I6AHR4;F1M4W2","Pax5","Paired box 5",9.14695035269046,39710.3007066667,-0.504388774900817
656,"A0A8I5ZL32","Clasp1","Cytoplasmic linker-associated protein 1",8.70679765939616,164541.02504,-0.413244147157191
657,"A0A8I5ZL33;A0A8I5ZRL8;A0A8I6GLF1","Asap2","ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",6.25777766034403,109585.054506667,-0.605228097731239
658,"A0A8I5ZL54;A0A8I5ZU51;A0A8I6A272;A0A8I6AF23","Raph1","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1",9.11085875836753,139606.79599,-0.660665737405514
659,"A0A8I5ZL63","Ankrd13a","Ankyrin repeat domain 13a",6.06844852632511,89741.97574,-0.542150803461063
660,"A0A8I5ZL75;A0A8I5ZQ28;F7F4Q4;F7F845","Eif1;Eif1b","Eukaryotic translation initiation factor 1B",8.35537721714839,17852.418215,-0.485512568669374
661,"A0A8I5ZL79","Coa6","Cytochrome c oxidase assembly factor 6",7.8314036395472,9339.42944,-1.06835443037975
662,"A0A8I5ZL87;D3ZYI0","Gca","Grancalcin",4.89520282551242,24242.79544,-0.295232607767819
663,"A0A8I5ZL91;F1M277","Lrrc25","Leucine-rich repeat-containing 25",6.76561392394001,34599.73189,-0.1993996003996
664,"A0A8I5ZL98;Q499S6","Ctsf","Cathepsin F",5.70128057037947,51169.94789,-0.231805194805195
665,"A0A8I5ZLC2;G3V6S2","Aco1","Cytoplasmic aconitate hydratase",6.88610753650654,95706.22044,-0.140992268739616
666,"A0A8I5ZLD0;G3V7G9","Eif3l","Eukaryotic translation initiation factor 3 subunit L",7.09685006443297,69717.85404,-0.501507948744304
667,"A0A8I5ZLE0","AABR07053065.1","riboflavin kinase",8.00992347827717,17480.00184,-0.309677419354839
668,"A0A8I5ZLF0;A0A8I6AL56;F7F2Q6","Ythdf1","YTH N(6)-methyladenosine RNA-binding protein 1",9.07173024073686,62093.1902733333,-0.697273594942842
669,"A0A8I5ZLF3;F1LN92","Afg3l2","AFG3-like matrix AAA peptidase subunit 2",8.38827751488298,87842.22294,-0.356519277485458
670,"A0A8I5ZLF5;A0A8I5ZN75;A0A8I6A3Q1;A0A8I6AT35;D3ZFY8","ENSRNOG00000067007;LOC679539;Ube2v1","Similar to ubiquitin-conjugating enzyme E2 variant 1",7.77460672670216,16774.29064,-0.392533953941893
671,"A0A8I5ZLK2","Mgst2","Microsomal glutathione S-transferase 2",9.57804261124547,16705.67894,0.469387755102041
672,"A0A8I5ZLL7;A0A8I5ZVD6;D3ZWF5","Eny2","Transcription and mRNA export factor ENY2",9.37983045714397,11491.2030066667,-0.457412698412698
673,"A0A8I5ZLN0;A0A8I6A1F6;A0A8I6B629","Nhsl2","NHS-like 2",8.58007612392255,127111.179506667,-0.69870865335843
674,"A0A8I5ZLN6;A0A8I6A7G2;A0A8I6AJD5","Larp4","La ribonucleoprotein 4",6.16239302761552,80101.87554,-0.757215168769878
675,"A0A8I5ZLP4;A0A8I6A7M9;A0A8I6AE13;D3ZKG7","Inpp5f","Inositol polyphosphate-5-phosphatase F",6.64319133625026,125756.12609,-0.483200775377172
676,"A0A8I5ZLP6;D4A031","Ddx42","RNA helicase",6.62019709230634,104942.39704,-0.800963363180528
677,"A0A8I5ZLR3;A0A8I6GEX2;F1LNT3","R3hdm1","R3H domain-containing 1",8.8621985240241,121366.884506667,-0.760522715059175
678,"A0A8I5ZLR4;A0A8I6AXR8","Nipbl","Nipped-B protein",8.00885207230825,309457.90394,-0.77289598785767
679,"A0A8I5ZLR7","Tsr2","Pre-rRNA-processing protein TSR2 homolog",4.14930794909118,24740.39874,-0.400440528634361
680,"A0A8I5ZLU0","ENSRNOG00000066926","Ig-like domain-containing protein",9.02112861183335,13461.36164,-0.29344262295082
681,"A0A8I5ZLV1;A0A8I5ZX94;A0A8I6APV3;Q5U1Z9","Mtx2","Metaxin 2",5.39448816996853,29755.51794,-0.169112761660919
682,"A0A8I5ZLV5;M0RAV6;M0RBM9","Arhgef10l","Rho guanine nucleotide exchange factor 10-like",5.7667748223919,137855.22794,-0.258166397918817
683,"A0A8I5ZLW4;A0A8I5ZSJ1;A0A8I6AJV7","Safb2","Scaffold attachment factor B2",5.86301802770634,109211.381873333,-1.2577862710092
684,"A0A8I5ZLW8;F1LNY3","Ncam1","Neural cell adhesion molecule 1",4.77415428911247,106641.95734,-0.404757501222453
685,"A0A8I5ZLY7","Tapbp","TAP binding protein, isoform CRA_a",8.83077716479816,51701.71974,-0.110438413361169
686,"A0A8I5ZM06;G3V8B1","Gpld1","Phosphatidylinositol-glycan-specific phospholipase D",6.10039484157375,93329.34314,-0.228217409235662
687,"A0A8I5ZM12;A0A8I6A9P3;F7F6D1;Q6IRJ7","Anxa7","Annexin",6.46638744092756,51825.38099,-0.465422556438665
688,"A0A8I5ZM29;A0A8I6ACW0;F1M5G8","Tmem131","Transmembrane protein 131",8.63422299954517,201389.870373333,-0.398378712653899
689,"A0A8I5ZM48","ENSRNOG00000062392","Ig-like domain-containing protein",6.75492209076798,10394.42204,-0.506185567010309
690,"A0A8I5ZM54;A0A8I6ABB3;D4A7I8","Sumf1","Sulfatase-modifying factor 1",5.77826786341252,38500.1343733333,-0.423055134706847
691,"A0A8I5ZM61;F7F776","RGD1308134","Similar to RIKEN cDNA 1110020A23",6.24103838051262,23093.29284,-0.323618265495693
692,"A0A8I5ZM62;E9PT90","Spart","Spartin",5.61291480529717,76045.40434,-0.448605363418399
693,"A0A8I5ZM67","Borcs7","BLOC-1-related complex subunit 7",6.31415980228171,11663.29054,-0.386792452830189
694,"A0A8I5ZM69;D3ZBD0","Msl1","MSL complex subunit 1",9.12749169680934,66605.35079,-0.823981432468749
695,"A0A8I5ZM76;A0A8I6AKB0;D4AA35","Asmtl","Acetylserotonin O-methyltransferase-like",5.48996291764791,26124.7144733333,-0.0200684633108168
696,"A0A8I5ZM79;A0A8I6GIQ0;D4AEH3","Psmd7","Proteasome 26S subunit, non-ATPase 7",6.55381668476153,35707.19854,-0.493640024296097
697,"A0A8I5ZM96","Cbx1","Chromobox 1",4.84546678950089,22372.94624,-1.1699481865285
698,"A0A8I5ZMD4","Anxa6","Annexin",5.42707778329164,75159.44884,-0.447376311844078
699,"A0A8I5ZMD9;D3ZZV1","Pam16","Presequence translocase-associated motor 16",9.45731066708692,13434.19924,-0.492379831932773
700,"A0A8I5ZME8","Puf60","Poly(U)-binding-splicing factor PUF60",5.92318697801705,63725.88084,-0.221140939597315
702,"A0A8I5ZMI8;A0A8I6G380","Krt6a;LOC120093742","Keratin, type II cytoskeletal 6A-like",8.47496258796808,59373.78234,-0.48070652173913
703,"A0A8I5ZMM7;D3ZKC9","Virma","Similar to mKIAA1429 protein (Predicted), isoform CRA_a",4.88386425993895,204218.03004,-0.384321036677044
704,"A0A8I5ZMN0","RGD1564148","Similar to microfibrillar-associated protein 1",4.96382969621731,51859.35744,-1.39018264840183
705,"A0A8I5ZMN7;A0A8I5ZU07;A0A8I6AEW5;B1H227","Rcc1","Regulator of chromosome condensation 1",8.34371696290735,46114.771915,-0.303599232222375
706,"A0A8I5ZMP1;A0A8I6A9R8","Cope","Coatomer subunit epsilon",4.9946909824269,33414.75904,-0.392524493050809
707,"A0A8I5ZMP9;A0A8I5ZPT8;A0A8I5ZXL2;A0A8I6G6P9;A0A8I6GKN6","Sp100","SP100 nuclear antigen",9.31642700446032,76711.70746,-0.904417276737873
708,"A0A8I5ZMR4;D4A2D8","Lsm7","LSM7 homolog, U6 small nuclear RNA and mRNA degradation-associated",5.37682253745958,14583.09504,-0.617105421324678
709,"A0A8I5ZMR7;D4A4K4","Vps13c","Vacuolar protein sorting 13 homolog C",6.26846374862544,416022.33559,-0.19228966252211
710,"A0A8I5ZMS4;A0A8I6AIT0;A0A8I6AKN4;Q5RKH9","Derl1;ENSRNOG00000069918","Derlin",9.9825124130605,22747.14339,0.284054259471681
711,"A0A8I5ZMS8;A0A8I5ZPB8","Ccdc171","Coiled-coil domain-containing 171",6.50174557542221,155580.28929,-0.701419236819402
712,"A0A8I5ZMT9","Ppih","Peptidyl-prolyl cis-trans isomerase",8.31789047845102,19208.12874,-0.0570621468926554
713,"A0A8I5ZMU8;A0A8I6A3W5;A0A8I6AS94;A0A8I6GMJ2;Q66HB8","Mbd1","Methyl-CpG-binding domain protein 1",8.88526990190037,64289.0912,-0.612308288343886
714,"A0A8I5ZMV7;A0A8I6A5H5;F7F7J5;Q7TQN4","Rela","RELA proto-oncogene, NF-kB subunit",5.62985780718645,60202.28014,-0.469008421860514
715,"A0A8I5ZMW9;A0A8I6AR61;A0A8I6AV81;A0A8I6G5U9;D3ZT52","Pbrm1","Polybromo 1",6.51297529226515,188139.47884,-0.698838816322783
716,"A0A8I5ZMX0;A0A8I5ZRS6;B0BN82;F7ENM1","Rpf2","Ribosome production factor 2 homolog",10.0247728519674,35810.36279,-0.594787037636588
717,"A0A8I5ZN26;A0A8I6AFT7;F7EXV6","Nadk","NAD(+) kinase",5.77496330311785,50240.4298066667,-0.297707345310085
718,"A0A8I5ZN42;A0A8I5ZWX2;A0A8I6A8N1;A0A8I6ACI5;A0A8I6AE43;M0R9T2","Erbin","Erbb2-interacting protein",5.44265604091756,149334.19399,-0.706593856050564
719,"A0A8I5ZN47;A0A8I5ZXU0;A0A8I6A840;D4AE49","Mtrex","Mtr4 exosome RNA helicase",5.99399507801475,120681.499015,-0.360260692753982
720,"A0A8I5ZN60;A0A8I6AHQ4;A0A8I6AHX0","ENSRNOG00000066072;ENSRNOG00000066922;ENSRNOG00000069193","Ig-like domain-containing protein",7.77607586928406,13022.5041066667,-0.223327038014238
721,"A0A8I5ZN65;A0A8I6A953;D3ZAX5","Cherp","Calcium homeostasis endoplasmic reticulum protein",8.55520123666275,104782.775873333,-1.0762316292287
722,"A0A8I5ZN88;A0A8I6AHV1","Ptpn18","Protein tyrosine phosphatase, non-receptor type 18",9.09753937726583,48314.36299,-0.463328358599743
723,"A0A8I5ZN89","Gcdh","Glutaryl-CoA dehydrogenase",8.76897669156195,48626.98364,-0.163013698630137
724,"A0A8I5ZNC2;A0A8I5ZPG0","Tmed8","Transmembrane p24-trafficking protein family member 8",4.77313951586708,34879.54584,-0.719380650629642
725,"A0A8I5ZND3;G3V887","Tcirg1","V-type proton ATPase subunit a",5.94147561860074,93178.45024,0.11792567172687
726,"A0A8I5ZNE7;Q5U2S7","Psmd3","Proteasome 26S subunit, non-ATPase 3",8.97781817697441,64583.57584,-0.567610619469027
727,"A0A8I5ZNF1;A0A8I5ZUQ8","Copa","Coatomer subunit alpha",7.24127657428264,138324.65764,-0.286695341707567
728,"A0A8I5ZNF3;B2RZ98","Ncf4","Neutrophil cytosolic factor 4",5.71744807691304,38739.36604,-0.370648967551622
729,"A0A8I5ZNI1;A0A8I6AH70;D4ABA5","Smtn","Smoothelin",8.83294780765836,97034.68714,-0.799357214564267
730,"A0A8I5ZNK2;A0A8I5ZZD5;D3ZUC9","Oxsr1","non-specific serine/threonine protein kinase",6.17672138507435,58282.13434,-0.363428641251222
731,"A0A8I5ZNL5","ENSRNOG00000070500","SEA domain-containing protein",4.49462445289152,338092.45074,-0.496870158041525
732,"A0A8I5ZNN6;A0A8I6GM53","Cct6a-ps7","T-complex protein 1 subunit zeta",5.94513520869082,44618.58984,-0.065950446395991
733,"A0A8I5ZNR4;F1LM38","Khdc4","KH homology domain-containing protein 4",8.77655005722178,60646.57769,-0.486992520545415
734,"A0A8I5ZNS1","Atad2","ATPase family, AAA domain containing 2 (Predicted)",7.06726214877509,155966.18074,-0.689512017479971
735,"A0A8I5ZNS2;D3ZS88","Atf7ip","Activating transcription factor 7-interacting protein",4.79110886227446,138971.69049,-0.669736651557712
736,"A0A8I5ZNT3;A0A8I6ANS1;D4A7D7","H6pd","Hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)",6.7584186604864,89762.7488733333,-0.183507562908646
737,"A0A8I5ZNV8","Pcnp","PEST proteolytic signal-containing nuclear protein",6.40011737314433,18834.77484,-1.05706214689266
738,"A0A8I5ZNY6;D4A3E8","Mrps27","Mitochondrial ribosomal protein S27",5.13473190372457,46559.36799,-0.431238848523867
739,"A0A8I5ZP04;M0R6Q2;M0RA86","Ccdc9;Inafm1","Coiled-coil domain-containing 9",4.93555460828982,63652.83224,-1.50055534475527
740,"A0A8I5ZP11;D3ZWP4","Smtnl1","Smoothelin-like 1",4.58077024955741,50207.83859,-0.959263148199318
741,"A0A8I5ZP20;A0A8I5ZSN2;A0A8I6GLX4;D4A3K3","Dlg5","Discs large MAGUK scaffold protein 5",7.59253731335331,209988.01784,-0.655276524953883
742,"A0A8I5ZP25;E9PTX9","Slc12a2","Solute carrier family 12 member 2",6.14147812175488,129466.59089,0.0546870327691022
743,"A0A8I5ZP53;B5DER2","Churc1","Protein Churchill",4.84952977682252,12316.13689,-0.103605769230769
744,"A0A8I5ZP57","Pkdcc","Protein kinase domain-containing, cytoplasmic",9.03968428428137,54033.57574,-0.322154471544715
745,"A0A8I5ZP59;F7EVD4;Q5FVM2","G6pc1;Psme3","Glucose-6-phosphatase catalytic subunit 1",5.8890284776535,29655.8879066667,-0.386787488540463
746,"A0A8I5ZP60;D4A8G7","Snw1","SNW domain-containing protein 1",9.51238662844376,61463.41239,-1.14309701492537
747,"A0A8I5ZP70;A0A8I5ZT36;A0A8I6A1X4","Tom1l2","Target of myb1-like 2 membrane-trafficking protein",4.7757771794679,56303.2717733333,-0.426377761224325
748,"A0A8I5ZP72;D3ZPI8","C8g;Lcn12","Complement component 8, gamma polypeptide (Predicted), isoform CRA_b",8.53136555656074,22490.34474,-0.045800881328141
749,"A0A8I5ZP83;M0RCH6","Chmp4b","Charged multivesicular body protein 4B",4.79713978741265,24197.33309,-0.750369927900738
750,"A0A8I5ZPB4;D4AE02","Fam98b;Fam98b-ps1","Protein FAM98B",8.48415591799686,45408.59949,-0.568186153681278
751,"A0A8I5ZPC5","ENSRNOG00000065156","Ig-like domain-containing protein",9.10162142239665,13088.21664,0.1675
752,"A0A8I5ZPF8;D4ACD3","Usp25","Ubiquitin-specific peptidase 25",5.25866377820106,125456.50134,-0.621747656661401
753,"A0A8I5ZPH3","RGD1561722","Ig-like domain-containing protein",9.58308961042244,16595.21864,-0.0120805369127517
754,"A0A8I5ZPJ3;D4A1B2","Arpin","Arpin",5.0402057709469,25013.19774,-0.522200285725624
755,"A0A8I5ZPJ9","Utp18","UTP18 small subunit processome component",9.58833826498327,70715.22724,-0.602816901408451
756,"A0A8I5ZPL1;A0A8I6AHX5;A0A8I6G485;D3Z853","Aven","Apoptosis and caspase activation inhibitor",4.58018749398297,26908.44179,-0.889652278096675
757,"A0A8I5ZPS5;A0A8I5ZQ33;Q4VBH2","LOC100911093;Trnt1","tRNA nucleotidyl transferase 1",7.94261698652966,50610.44334,-0.433226349002893
758,"A0A8I5ZPT0","Spc24","Kinetochore protein Spc24",4.53791967164779,22938.79894,-0.515
759,"A0A8I5ZPT6;A0A8I6GJI6;B5DFE2","Ezh2","Histone-lysine N-methyltransferase EZH2",6.76430588511352,83244.19174,-0.809860133894961
760,"A0A8I5ZPU9;Q4FZY1","Cd68","Cd68 molecule",9.59713934503689,35773.01644,-0.292063279857398
761,"A0A8I5ZPX1","Faf2","FAS-associated factor 2",5.10662444269138,43857.35894,-0.850134048257373
762,"A0A8I5ZPX3;D3ZBV9","Yeats2","YEATS domain-containing 2",9.17595406766188,143376.51669,-0.311800713905977
763,"A0A8I5ZPX8;A0A8I5ZXZ7;A0A8I6ADG7;A0A8I6B4V4;A0A8I6GIS3;A0A8I6GLJ2;F1MAK9","Smpd4","Sphingomyelin phosphodiesterase 4",8.68742522195424,81771.5600542857,-0.0929178259808393
764,"A0A8I5ZPY8;F1LPG5","Ndufb4","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4",9.60272443438013,16785.93954,-0.449640937841822
765,"A0A8I5ZQ09;A0A8I5ZV61;A0A8I5ZZK2;A0A8I6A1E9;A0A8I6G8N8","ENSRNOG00000063659;ENSRNOG00000064930;ENSRNOG00000065931","Ig-like domain-containing protein",7.02371744866357,13124.26344,-0.00111789056086755
766,"A0A8I5ZQ13;D4ADZ9","Pus7","Pseudouridine synthase 7",5.79739123355559,74939.59354,-0.536063336063336
767,"A0A8I5ZQ24;A0A8I6ACJ2;E9PTI1","Atp6v1h","V-type proton ATPase subunit H",6.21370326993062,53611.23864,-0.34843641305673
768,"A0A8I5ZQ25;A0A8I6A3T2;D3ZQN7","Lamb1","Laminin subunit beta 1",4.88150745382579,199420.099773333,-0.459472016443018
769,"A0A8I5ZQ29;G3V7T3","Pank4","4'-phosphopantetheine phosphatase",5.97943755271961,85294.51599,-0.173307317889046
770,"A0A8I5ZQ38;A0A8I6A4N0;A0A8I6GC87;F1LV13;F1M3D3","Hnrnpm","Heterogeneous nuclear ribonucleoprotein M",8.67835320609,71819.07386,-0.337802639371772
771,"A0A8I5ZQ39;F7FNG5","Cul4a","Cullin 4A",8.67790843723424,83879.62914,-0.402449602839148
772,"A0A8I5ZQ56","Sf1","Splicing factor 1",9.29794765388128,60794.68584,-0.808199643493761
773,"A0A8I5ZQ57;F1LWN6","Mnd1","Meiotic nuclear division protein 1 homolog",7.91526114492853,22963.65299,-0.847997432605905
774,"A0A8I5ZQ74","LOC684427","Similar to Histidine triad nucleotide-binding protein 1 (Adenosine 5-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)",6.14172167898598,13838.96844,-0.0992063492063492
775,"A0A8I5ZQ77;D3ZUL8","Zcchc8","Zinc finger CCHC domain-containing protein 8",4.68159674487348,75475.82284,-0.787302319579314
776,"A0A8I5ZQ78","Plxdc2","Plexin domain-containing 2",6.20681694903326,53534.47474,-0.279331941544885
777,"A0A8I5ZQB1;G3V920","Wdr43","WD repeat domain 43",5.37103200850997,74288.67614,-0.444651847693391
778,"A0A8I5ZQB5;A0A8L2Q6G7","Cnbp","CCHC-type zinc finger nucleic acid-binding protein",7.66667076959183,19380.56709,-0.862589085072231
779,"A0A8I5ZQB9;G3V6K6","Egfr","Receptor protein-tyrosine kinase",6.49218108534969,132656.37999,-0.305571828833418
780,"A0A8I5ZQC5;D4A500","Hddc3","HD domain-containing 3",5.75049473367415,19434.95539,-0.521860867251929
781,"A0A8I5ZQD2;A0A8I6GEZ8","Btaf1","B-TFIID TATA-box-binding protein-associated factor 1",6.03340249093112,204881.63309,-0.174674071102643
782,"A0A8I5ZQE9;G3V8J4","Irf9","Interferon regulatory factor 9",5.96651161485423,47485.07439,-0.495976100806408
783,"A0A8I5ZQF6","RGD1563861","Similar to ribosomal protein L10",9.95318360586287,24650.04614,-0.520560747663551
784,"A0A8I5ZQI3;A0A8I6ATK0;A0A8I6G5J7;D3ZZQ6","Ints4","Integrator complex subunit 4",5.89164023813011,106443.55589,-0.175134653115948
785,"A0A8I5ZQK2;A0A8I6A4Y0;F1M6L8","AC139642.2;LOC100910678;Tma7","Translation machinery-associated protein 7",9.97529957090591,8307.42607333333,-1.48320180976431
786,"A0A8I5ZQL5","Acad8","Acyl-CoA dehydrogenase family, member 8",8.34066958910931,44954.69064,-0.0651331719128329
787,"A0A8I5ZQM2","Dtna","Dystrobrevin",6.37773435308556,84128.31224,-0.537935656836461
788,"A0A8I5ZQQ3;A0A8I5ZVU4;D3ZXA6","Pdpr","Pyruvate dehydrogenase phosphatase regulatory subunit",6.15599313016278,100002.648806667,-0.190357430243716
789,"A0A8I5ZQQ5;F1LNL2","Smarca5","SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin, subfamily a, member 5",8.51706479292901,119099.82239,-0.73432462024681
790,"A0A8I5ZQR8;D3ZM09","Sars2","serine--tRNA ligase",8.01680683694163,57923.61794,-0.392773012033712
791,"A0A8I5ZQV4;A0A8I5ZRV1;A0A8I5ZUL6;A0A8I6A6H6;F1M8L9","Rapgef1","Rap guanine nucleotide exchange factor 1",5.85531039186346,129531.84344,-0.570314258806962
792,"A0A8I5ZQW6;A0A8I6AAT0;A0A8I6ADF9;A0A8I6AR82;D3ZHL1","Ksr1","non-specific serine/threonine protein kinase",8.69316935075248,94201.6112,-0.545932001344795
793,"A0A8I5ZQX9;F1M8Y4","Deptor","DEP domain-containing MTOR-interacting protein",8.20607257419399,44510.72124,-0.544958356759018
794,"A0A8I5ZQZ1","Nufip2","Nuclear FMR1-interacting protein 2",8.70670694696783,75646.79034,-0.890593342981187
795,"A0A8I5ZR01;A0A8I6G705;F1M9Y9;F2Z3S5","Rbpms","RNA-binding protein, mRNA-processing factor",8.51727733254204,22190.49979,-0.343235488854558
796,"A0A8I5ZR14;A0A8I5ZZ81;B5DFL5","Sap30bp","SAP30-binding protein",4.77401295952022,32743.2479733333,-0.757950189576157
797,"A0A8I5ZR15","Asxl2","ASXL transcriptional regulator 2",9.08694185744757,140244.98034,-0.572948328267477
798,"A0A8I5ZR19;A0A8I6A4R0;D3ZH28","Alpk3","Alpha-kinase 3",5.69171341109262,179392.07534,-0.70184259035816
799,"A0A8I5ZR43","Irf2bp2","Interferon regulatory factor 2-binding protein 2",8.99745343401429,59565.89234,-0.498423817863398
800,"A0A8I5ZR44;F7FB70","Snrpd2","Small nuclear ribonucleoprotein Sm D2",9.8921471296989,13994.88809,-0.61341642228739
801,"A0A8I5ZR49;A0A8I5ZUJ9;A0A8I6ADR3","Msn","Moesin",6.24669494356589,65769.3875733333,-0.969734214725551
802,"A0A8I5ZR65;A0A8I6A123;A0A8I6AH81;F1M446","Ecpas","Ecm29 proteasome adaptor and scaffold",6.81658633237631,206344.204115,-0.108002612448514
803,"A0A8I5ZR80;B0BN32","Cdca5","Cell division cycle-associated 5",7.71179642483658,39442.83524,-0.73213645791959
804,"A0A8I5ZRA7;B0BN68","Mrps9","Mitochondrial ribosomal protein S9",9.26407383765781,42766.11844,-0.540540540540541
805,"A0A8I5ZRB1;D4ACN6","Cert1","Ceramide transfer protein",5.26325796593323,69650.10314,-0.66559364548495
806,"A0A8I5ZRB2;A0A8I6ATU9;A0A8I6GHJ9;F1M049","Atxn2","Ataxin 2",9.41524105112662,135813.50729,-0.762684001981057
807,"A0A8I5ZRH3","Aldh1l2","10-formyltetrahydrofolate dehydrogenase",5.97166166821898,101745.55304,-0.19501625135428
808,"A0A8I5ZRH5;A0A8I6ACZ6;D3ZWD6","C8a","Complement C8 alpha chain",5.63095288621454,64605.7915733333,-0.629786136870343
